FID,Join_Count,TARGET_FID,Fatalities,PedFatalit,BikeFatali,MVOFatalit,MN,YR,NODEID,Lon,Lat,STREET1,STREET2
958,1,958,1,1,0,0,11,2012,20744,-73.99033070326033,40.73713186008012,BROADWAY,EAST 17 STREET
959,1,959,1,0,0,1,11,2012,26998,-73.92182361027162,40.67693835788947,RALPH AVENUE,ATLANTIC AVENUE
960,1,960,1,1,0,0,11,2012,18402,-73.94826499657326,40.63860718993114,NOSTRAND AVENUE,FOSTER AVENUE
961,1,961,2,0,0,2,12,2012,63965,-73.92359043946189,40.65183291541812,EAST 57 STREET,KINGS HIGHWAY
962,1,962,1,1,0,0,12,2012,22532,-73.97907658809382,40.76687608559756,7 AVENUE,CENTRAL PARK SOUTH
963,1,963,1,1,0,0,12,2012,23517,-73.96189985492464,40.7954792697739,WEST 102 STREET,CENTRAL PARK WEST
964,1,964,1,1,0,0,12,2012,62767,-73.7137015577402,40.73616012276723,LITTLE NECK PARKWAY,HILLSIDE AVENUE
965,1,965,1,1,0,0,12,2012,25800,-73.9203894436272,40.62177696125775,EAST 57 STREET,AVENUE M
966,1,966,1,1,0,0,12,2012,39331,-73.73452777895528,40.66435535985566,246 STREET,FRANCIS LEWIS BOULEVARD
967,1,967,1,0,0,1,12,2012,16835,-73.95820977658187,40.60337363575958,AVENUE S,EAST 14 STREET
968,1,968,1,1,0,0,12,2012,17674,-73.95169115445518,40.60646245566543,AVENUE R,EAST 21 STREET
969,1,969,1,1,0,0,12,2012,36984,-73.79662933264542,40.688221452321436,148 STREET,111 AVENUE
970,1,970,1,1,0,0,12,2012,21709,-73.982193542214,40.772796646448455,COLUMBUS AVENUE,BROADWAY
971,1,971,1,1,0,0,12,2012,46636,-73.88722784099906,40.75536330642729,NORTHERN BOULEVARD,80 STREET
972,1,972,1,1,0,0,12,2012,43048,-73.91747989616583,40.806822095072505,EAST 138 STREET,ST ANNS AVENUE
973,1,973,1,1,0,0,12,2012,18434,-73.94746680247532,40.649039583988156,SNYDER AVENUE,EAST 32 STREET
974,1,974,1,1,0,0,12,2012,18574,-73.97745722132606,40.68405228623851,FLATBUSH AVENUE,ATLANTIC AVENUE
975,1,975,1,1,0,0,12,2012,23264,-73.97829244274418,40.77809552378769,COLUMBUS AVENUE,WEST 73 STREET
976,1,976,1,0,0,1,12,2012,7171,-74.12162563937541,40.57150139390945,DALE AVENUE,AMBOY ROAD
977,1,977,1,1,0,0,12,2012,17189,-73.97829241642674,40.60604350365636,QUENTIN ROAD,WEST 5 STREET
978,1,978,1,1,0,0,12,2012,16631,-73.96696248654743,40.605674184857634,OCEAN PARKWAY,KINGS HIGHWAY
979,1,979,1,0,0,1,12,2012,38540,-73.74160077834438,40.63879109675079,BROOKVILLE BOULEVARD,ROCKAWAY BOULEVARD
980,1,980,1,1,0,0,12,2012,55505,-73.82782525791723,40.754250895333705,MAIN STREET,FRANKLIN AVENUE
981,1,981,1,0,0,1,12,2012,6987,-74.13666512715902,40.64022467596225,RICHMOND TERRACE,SHARPE AVENUE
982,1,982,1,1,0,0,12,2012,52755,-73.85465135698978,40.83388802587734,OLMSTEAD AVENUE,WESTCHESTER AVENUE
983,1,983,1,0,0,1,12,2012,58828,-73.78192309904472,40.74246396646069,PECK AVENUE,HORACE HARDING EXPRESSWAY SR N
984,1,984,1,1,0,0,4,2012,15514,-73.9984122937093,40.68985608716689,HICKS STREET,AMITY STREET
985,1,985,1,0,1,0,4,2012,23494,-73.9623036152013,40.77894704094388,EAST 82 STREET,5 AVENUE
986,1,986,1,1,0,0,4,2012,52651,-73.85970333286123,40.82627734828541,WHITE PLAINS ROAD,BRUCKNER BOULEVARD
987,1,987,1,0,0,1,4,2012,36691,-73.77447879158424,40.686732459478556,118 AVENUE,MERRICK BOULEVARD
988,1,988,1,1,0,0,4,2012,20248,-74.00478574900147,40.72362483791239,WATTS STREET,SULLIVAN STREET
989,1,989,1,1,0,0,4,2012,49508,-73.89641133518155,40.90450452029386,BROADWAY,MOSHOLU AVENUE
990,1,990,1,1,0,0,4,2012,13470,-73.99471921885075,40.60800468816124,20 AVENUE,80 STREET
991,1,991,1,1,0,0,4,2012,31313,-73.86725717612103,40.67611268379792,PITKIN AVENUE,LINCOLN AVENUE
992,1,992,1,1,0,0,4,2012,42528,-73.93858547581061,40.822309838024886,ADAM C POWELL BOULEVARD,WEST 146 STREET
993,1,993,1,0,0,1,4,2012,31428,-73.8637040041568,40.68248467449982,95 AVENUE,75 STREET
994,1,994,1,0,1,0,4,2012,53600,-73.85756682659108,40.86116372171161,WARING AVENUE,WILLIAMSBRIDGE ROAD
995,1,995,1,1,0,0,4,2012,15361,-74.00647921511008,40.71123006280841,NASSAU STREET,BEEKMAN STREET
996,1,996,1,0,1,0,4,2012,48666,-73.90107966992971,40.86275638369693,WEST FORDHAM ROAD,JEROME AVENUE
997,1,997,1,1,0,0,4,2012,8539,-74.12043693335494,40.632240015631886,CARY AVENUE,ELIZABETH STREET
998,1,998,1,1,0,0,4,2012,16931,-73.95728347480537,40.60346964114335,EAST 15 STREET,AVENUE S
999,1,999,1,1,0,0,4,2012,32492,-73.8521649579892,40.69366135865041,JAMAICA AVENUE,WOODHAVEN BOULEVARD
1000,1,1000,1,0,0,1,4,2012,27803,-73.9199053098172,40.69049879298343,BUSHWICK AVENUE,PALMETTO STREET
1001,1,1001,1,0,1,0,4,2012,40817,-73.93161370176041,40.73682589693858,GREENPOINT AVENUE,BORDEN AVENUE
1002,1,1002,1,1,0,0,5,2012,20742,-73.9907539681404,40.73483915424316,BROADWAY,UNION SQUARE SOUTH
1003,1,1003,1,0,1,0,5,2012,51248,-73.84324381425036,40.75533680294291,126 STREET,ROOSEVELT AVENUE
1004,1,1004,1,0,0,1,5,2012,34975,-73.81176990150968,40.69399390455813,VAN WYCK EXPWY NB EN LIBERTY AVE,VAN WYCK EXPRESSWAY EXIT 4 SB
1005,1,1005,1,1,0,0,5,2012,33728,-73.83378995012623,40.68369322476739,LIBERTY AVENUE,108 STREET
1006,1,1006,1,1,0,0,5,2012,41095,-73.91889776322903,40.74218655155134,46 STREET,GREENPOINT AVENUE
1007,1,1007,1,1,0,0,5,2012,42527,-73.93907683211759,40.82163739193708,ADAM C POWELL BOULEVARD,WEST 145 STREET
1008,1,1008,1,1,0,0,5,2012,21193,-73.99800821978599,40.745951301653776,8 AVENUE,WEST 24 STREET
1009,1,1009,2,0,0,2,5,2012,46493,-73.89440192907715,40.75835283434371,73 STREET,31 AVENUE
1010,1,1010,1,0,0,1,5,2012,16608,-73.96495691613002,40.591861917877935,OCEAN PARKWAY,CRAWFORD AVENUE
1011,1,1011,1,1,0,0,5,2012,25604,-73.92946094863741,40.61589681993042,FLATBUSH AVENUE,SCHENECTADY AVENUE
1012,1,1012,1,1,0,0,5,2012,21306,-73.99406769378423,40.76155516897164,10 AVENUE,WEST 45 STREET
1013,1,1013,1,1,0,0,5,2012,11903,-74.01780244132136,40.6293668402479,72 STREET,7 AVENUE
1014,1,1014,1,0,0,1,5,2012,27322,-73.941150352969,40.69854113156521,MARCUS GARVEY BOULEVARD,PARK AVENUE
1015,1,1015,1,0,0,1,5,2012,47535,-73.88354930297791,40.81060734409626,LONGFELLOW AVENUE,OAK POINT AVENUE
1016,1,1016,1,0,0,1,5,2012,14928,-73.98800399200037,40.67507708227519,3 STREET,3 AVENUE
1017,1,1017,1,1,0,0,5,2012,23713,-73.94796768149843,40.77880646517485,1 AVENUE,EAST 89 STREET
1018,1,1018,1,0,0,1,5,2012,26197,-73.92935451305776,40.642134318887,UTICA AVENUE,AVENUE D
1019,1,1019,1,1,0,0,5,2012,17640,-73.95668950212671,40.62081786258404,EAST 19 STREET,AVENUE L
1020,1,1020,1,0,0,1,5,2012,12145,-74.0201962069502,40.63913872402658,63 STREET,4 AVENUE
1021,1,1021,1,0,0,1,5,2012,46793,-73.87926332161186,40.763684703568906,ASTORIA BOULEVARD,90 STREET
1022,1,1022,1,1,0,0,5,2012,20332,-74.00559149492818,40.73813833923742,JANE STREET,HUDSON STREET
1023,1,1023,1,1,0,0,5,2012,26998,-73.92182361027162,40.67693835788947,RALPH AVENUE,ATLANTIC AVENUE
1024,1,1024,1,1,0,0,5,2012,26863,-73.93111937887754,40.668798542304266,UTICA AVENUE,EASTERN PARKWAY
1025,1,1025,1,1,0,0,5,2012,31858,-73.845197691097,40.680811089018235,94 STREET,ROCKAWAY BOULEVARD
1026,1,1026,1,1,0,0,5,2012,21816,-73.97849845603051,40.736790956539025,1 AVENUE,EAST 23 STREET
1027,1,1027,1,0,1,0,6,2012,21850,-73.97476299198446,40.7215956561311,F D R DRIVE,EAST 6 STREET
1028,1,1028,1,1,0,0,6,2012,26814,-73.93559886045885,40.67887792096754,TROY AVENUE,HERKIMER STREET
1029,1,1029,1,1,0,0,6,2012,67037,-73.83008222620037,40.71391390903796,QUEENS BOULEVARD,80 ROAD
1030,1,1030,1,0,0,1,6,2012,10536,-74.08048022624885,40.61729544499624,PARK HILL AVENUE,OSGOOD AVENUE
1031,1,1031,1,1,0,0,6,2012,24917,-73.93771133685914,40.59871129199323,FORD STREET,AVENUE V
1032,1,1032,1,0,1,0,6,2012,18877,-73.9572093549517,40.66351739674737,BEDFORD AVENUE,EMPIRE BOULEVARD
1033,1,1033,1,0,0,1,6,2012,33935,-73.81922459011001,40.676133411559164,LEFFERTS BOULEVARD,ROCKAWAY BOULEVARD
1034,1,1034,1,1,0,0,6,2012,42527,-73.93907683211759,40.82163739193708,ADAM C POWELL BOULEVARD,WEST 145 STREET
1035,1,1035,1,0,0,1,6,2012,31034,-73.85576817680509,40.66037182999066,77 STREET,157 AVENUE
1036,1,1036,1,1,0,0,6,2012,13004,-73.9830861650166,40.57916176467538,WEST 15 STREET,NEPTUNE AVENUE
1037,1,1037,1,0,0,1,6,2012,46355,-73.89982595155651,40.74644906896611,64 STREET,39 AVENUE
1038,1,1038,1,1,0,0,6,2012,30099,-73.89693955783088,40.70649918176421,PUTNAM AVENUE,FRESH POND ROAD
1039,1,1039,2,0,0,2,6,2012,28008,-73.90955061467533,40.69150297334432,WILSON AVENUE,HALSEY STREET
1040,1,1040,1,0,0,1,6,2012,31621,-73.85483979113914,40.68644596957658,87 STREET,ATLANTIC AVENUE
1041,1,1041,1,0,1,0,6,2012,58642,-73.78964444802463,40.72642499883601,SURREY PLACE,UNION TURNPIKE
1042,1,1042,1,1,0,0,6,2012,47787,-73.90573101160895,40.845076586242975,CROSS BRONX EXPRESSWAY SR NORTH,TOPPING AVENUE
1043,1,1043,1,1,0,0,6,2012,11800,-74.02325796267289,40.62797141123562,77 STREET,5 AVENUE
1044,1,1044,1,1,0,0,6,2012,50275,-73.84802170954072,40.7228050004607,YELLOWSTONE BOULEVARD,QUEENS BOULEVARD
1045,1,1045,1,1,0,0,6,2012,24835,-73.93979603759036,40.58956559281845,AVENUE Z,NOSTRAND AVENUE
1046,1,1046,1,1,0,0,7,2012,50269,-73.84589461019696,40.72056708698432,AUSTIN STREET,70 ROAD
1047,1,1047,1,0,0,1,7,2012,46790,-73.88121597678311,40.764012959454874,ASTORIA BOULEVARD,88 STREET
1048,1,1048,1,1,0,0,7,2012,29256,-73.90262262280537,40.68066450281375,CONWAY STREET,BUSHWICK AVENUE
1049,1,1049,1,0,1,0,7,2012,49284,-73.87178756025466,40.87784503970857,PARKSIDE PLACE,WEBSTER AVENUE
1050,1,1050,1,1,0,0,7,2012,18875,-73.95712113995708,40.66273747170551,BEDFORD AVENUE,STERLING STREET
1051,1,1051,1,1,0,0,7,2012,23424,-73.97036816213455,40.79659682892859,BROADWAY,WEST 99 STREET
1052,1,1052,1,0,0,1,7,2012,6775,-74.12642511733807,40.621429706570545,CAROLINA PLACE,COLLEGE AVENUE
1053,1,1053,1,0,0,1,7,2012,17401,-73.96522378067955,40.60967440075224,EAST 8 STREET,AVENUE P
1054,1,1054,1,0,1,0,7,2012,23748,-73.946947766281,40.794234134667796,EAST 108 STREET,PARK AVENUE
1055,1,1055,1,0,0,1,7,2012,43320,-73.94154045910904,40.82844730624083,WEST 152 STREET,ST NICHOLAS PLACE
1056,1,1056,1,0,0,1,7,2012,54159,-73.86355915803314,40.895377016907446,EAST 233 STREET,WEBSTER AVENUE
1057,1,1057,1,0,1,0,7,2012,40885,-73.92724241584393,40.738599982964,GREENPOINT AVENUE,39 STREET
1058,1,1058,1,0,0,1,7,2012,36773,-73.77240015837495,40.685279615629234,MERRICK BOULEVARD,VICTORIA ROAD
1059,1,1059,1,0,0,1,7,2012,52975,-73.84806834035382,40.8430720005695,EAST TREMONT AVENUE,SILVER STREET
1060,1,1060,1,1,0,0,7,2012,29106,-73.90517302834274,40.66310549629517,MOTHER GASTON BOULEVARD,LIVONIA AVENUE
1061,1,1061,1,0,0,1,7,2012,19040,-73.94731056657558,40.6858454855256,MARCY AVENUE,MONROE STREET
1062,1,1062,1,1,0,0,7,2012,46691,-73.88393579504046,40.7476302422759,82 STREET,ROOSEVELT AVENUE
1063,1,1063,5,0,0,5,7,2012,34984,-73.81333275928992,40.697205047634526,94 AVENUE,ATLANTIC AVENUE
1064,1,1064,1,1,0,0,7,2012,44171,-73.91377104972607,40.838721647290896,EAST 170 STREET,GRAND CONCOURSE
1065,1,1065,2,0,0,2,1,2011,43961,-73.92046112263456,40.83091481998404,EAST 165 STREET,GRAND CONCOURSE
1066,1,1066,1,1,0,0,1,2011,54548,-73.8451046456817,40.89668987847986,BAYCHESTER AVENUE,PITMAN AVENUE
1067,1,1067,1,1,0,0,1,2011,5709,-74.13177398145385,40.605593495418525,WESTWOOD AVENUE,BRADLEY AVENUE
1068,1,1068,1,1,0,0,1,2011,14187,-73.98849443098115,40.641955655014975,12 AVENUE,39 STREET
1069,1,1069,1,0,0,1,1,2011,34191,-73.8070869110296,40.684541553401466,VAN WYCK EXPRESSWAY SR WEST,LINCOLN STREET
1070,1,1070,1,1,0,0,1,2011,23714,-73.94750818084962,40.779437122626256,1 AVENUE,EAST 90 STREET
1071,1,1071,1,1,0,0,1,2011,17422,-73.96616959816116,40.624655791682045,AVENUE J,EAST 10 STREET
1072,1,1072,1,1,0,0,1,2011,15811,-73.99294362966072,40.71383059549399,EAST BROADWAY,PIKE STREET
1073,1,1073,1,1,0,0,1,2011,32545,-73.84883193632871,40.68815044604654,ATLANTIC AVENUE,WOODHAVEN BOULEVARD
1074,1,1074,1,1,0,0,1,2011,4449,-74.14444288245667,40.54386906390941,HYLAN BOULEVARD,CLEVELAND AVENUE
1075,1,1075,1,1,0,0,1,2011,22810,-73.96341112125377,40.7576373134663,1 AVENUE,EAST 56 STREET
1076,1,1076,1,0,0,1,1,2011,57999,-73.82438477413356,40.873696772060114,BELLAMY LOOP,CO-OP CITY BOULEVARD
1077,1,1077,1,0,1,0,1,2011,29480,-73.88578677040086,40.66065578331714,LINDEN BOULEVARD,VAN SICLEN AVENUE
1078,1,1078,1,1,0,0,2,2011,20820,-73.98991690020655,40.73534934162331,EAST 15 STREET,UNION SQUARE EAST
1079,1,1079,1,1,0,0,2,2011,35279,-73.79943678534994,40.69305059431248,108 AVENUE,SUTPHIN BOULEVARD
1080,1,1080,1,1,0,0,2,2011,52832,-73.85220721017332,40.83634749503935,STARLING AVENUE,CASTLE HILL AVENUE
1081,1,1081,1,1,0,0,2,2011,52823,-73.85020132827873,40.82833182891219,CHATTERTON AVENUE,CASTLE HILL AVENUE
1082,1,1082,1,0,0,1,2,2011,6623,-74.13230038636266,40.6263562221065,ORDELL AVENUE,FOREST AVENUE
1083,1,1083,1,1,0,0,2,2011,37523,-73.7780011963815,40.714051123808545,184 STREET,HILLSIDE AVENUE
1084,1,1084,1,1,0,0,2,2011,14644,-73.99934695849237,40.672272601702645,LORRAINE STREET,SMITH STREET
1085,1,1085,1,1,0,0,2,2011,48656,-73.89995670050821,40.85742242152902,GRAND CONCOURSE,EAST 183 STREET
1086,1,1086,1,1,0,0,2,2011,17673,-73.95272420088787,40.60634895121488,AVENUE R,OCEAN AVENUE
1087,1,1087,1,1,0,0,2,2011,54851,-73.82547067484991,40.742690557037974,MAIN STREET,HORACE HARDING EXPRESSWAY SR N
1088,1,1088,1,1,0,0,2,2011,47326,-73.89893339015363,40.821068167445134,EAST 163 STREET,REV JAMES POLITE AVENUE
1089,1,1089,1,0,0,1,2,2011,25123,-73.92721649250744,40.58478343124724,BELT PARKWAY EXIT 9 WESTBOUND,SHORE PARKWAY
1090,1,1090,1,1,0,0,2,2011,39435,-73.7317809754183,40.67379920347388,242 STREET,MERRICK BOULEVARD
1091,1,1091,1,1,0,0,2,2011,42535,-73.93537355612114,40.800162447861034,2 AVENUE,EAST 121 STREET
1092,1,1092,1,1,0,0,2,2011,12688,-74.00617188256074,40.603886558055926,18 AVENUE,BATH AVENUE
1093,1,1093,1,0,0,1,2,2011,26395,-73.91893009618047,40.64058502488077,EAST 80 STREET,FOSTER AVENUE
1094,1,1094,1,0,0,1,3,2011,30347,-73.8821852098394,40.69197443113313,JACKIE ROBINSON PKWY ET 3 EB,HIGHLAND PARK GREENWAY
1095,1,1095,1,1,0,0,3,2011,46407,-73.89690836481905,40.756511372674524,32 AVENUE,70 STREET
1096,1,1096,1,0,1,0,3,2011,50787,-73.866648657622,40.74961913131788,99 STREET,39 AVENUE
1097,1,1097,1,0,1,0,3,2011,23725,-73.94706938197753,40.78423622675428,2 AVENUE,EAST 96 STREET
1098,1,1098,1,1,0,0,3,2011,41315,-73.94026281506409,40.75096710041239,RAMP,QUEENS PLAZA NORTH
1099,1,1099,1,1,0,0,3,2011,48963,-73.88745688255065,40.85962552826207,BATHGATE AVENUE,EAST FORDHAM ROAD
1100,1,1100,1,1,0,0,3,2011,41741,-73.91977764822687,40.76615218352162,NEWTOWN AVENUE,33 STREET
1101,1,1101,1,1,0,0,3,2011,33852,-73.820876380219,40.67054302909182,LEFFERTS BOULEVARD,135 AVENUE
1102,1,1102,1,0,0,1,3,2011,8236,-74.09722072946023,40.59536515477537,RICHMOND ROAD,BURGHER AVENUE
1103,1,1103,1,1,0,0,3,2011,14536,-74.00397813013588,40.68237702015204,COLUMBIA STREET,SUMMIT STREET
1104,1,1104,1,1,0,0,3,2011,27475,-73.93522264487387,40.69698654481224,BROADWAY,JEFFERSON STREET
1105,1,1105,1,0,0,1,4,2011,53158,-73.840322948067,40.82882395067825,BRUCKNER BOULEVARD,BRUCKNER EXPRESSWAY
1106,1,1106,1,0,1,0,4,2011,26288,-73.92769362598585,40.65398516661709,LINDEN BOULEVARD,EAST 53 STREET
1107,1,1107,1,1,0,0,4,2011,42937,-73.92309299919891,40.81669772788687,EAST 148 STREET,MORRIS AVENUE
1108,1,1108,1,1,0,0,4,2011,48931,-73.88989209086174,40.86952218361551,EAST 198 STREET,VALENTINE AVENUE
1109,1,1109,1,1,0,0,4,2011,13799,-74.01381390046454,40.64174524694777,56 STREET,5 AVENUE
1110,1,1110,1,1,0,0,4,2011,12151,-74.02062866027845,40.64217589880601,60 STREET,3 AVENUE
1111,1,1111,1,0,1,0,4,2011,13149,-73.98078354015993,40.59844739501888,WEST 9 STREET,AVENUE T
1112,1,1112,2,0,0,2,4,2011,49099,-73.88072954134998,40.856807274379754,SOUTHERN BOULEVARD,EAST FORDHAM ROAD
1113,1,1113,1,1,0,0,4,2011,38584,-73.73980950343345,40.659712106833155,145 AVENUE,243 STREET
1114,1,1114,1,1,0,0,4,2011,26476,-73.9166209873678,40.64194765086514,FOSTER AVENUE,EAST 83 STREET
1115,1,1115,1,0,0,1,4,2011,41315,-73.94026281506409,40.75096710041239,RAMP,QUEENS PLAZA NORTH
1116,1,1116,1,0,0,1,4,2011,7504,-74.10808829795305,40.572131347751586,BURBANK AVENUE,HYLAN BOULEVARD
1117,1,1117,1,1,0,0,4,2011,23637,-73.95043175602575,40.77138973075044,YORK AVENUE,EAST 79 STREET
1118,1,1118,1,1,0,0,4,2011,31791,-73.84691770263808,40.68592274317002,97 AVENUE,WOODHAVEN BOULEVARD
1119,1,1119,1,1,0,0,4,2011,48828,-73.89405732967677,40.8623499717149,EAST KINGSBRIDGE ROAD,EAST FORDHAM ROAD
1120,1,1120,1,1,0,0,4,2011,55574,-73.82426493914319,40.7518328883561,COLDEN STREET,ELDER AVENUE
1121,1,1121,1,0,0,1,4,2011,25714,-73.9224975087343,40.60980907934467,FLATBUSH AVENUE,AVENUE U
1122,1,1122,1,1,0,0,4,2011,31352,-73.86630263921327,40.68318669401805,ATLANTIC AVENUE,ELDERT LANE
1123,1,1123,1,1,0,0,4,2011,43222,-73.91024742097433,40.80105275889203,WALNUT AVENUE,EAST 135 STREET
1124,1,1124,1,1,0,0,4,2011,53745,-73.8510827179471,40.86290781030548,MACE AVENUE,THROOP AVENUE
1125,1,1125,1,0,0,1,5,2011,42962,-73.92028288372632,40.802915011111544,EAST 132 STREET,ST ANNS AVENUE
1126,1,1126,1,1,0,0,5,2011,21360,-73.99031517658157,40.761606315429844,9 AVENUE,WEST 47 STREET
1127,1,1127,1,1,0,0,5,2011,28598,-73.90412992407413,40.638577963127446,AVENUE J,REMSEN AVENUE
1128,1,1128,1,0,1,0,5,2011,13911,-74.00482141948777,40.63358003543707,59 STREET,FT HAMILTON PARKWAY
1129,1,1129,1,1,0,0,5,2011,21311,-73.99723487115301,40.76614558156353,12 AVENUE,WEST 49 STREET
1130,1,1130,1,1,0,0,5,2011,46256,-73.90338891999666,40.745595235207546,ROOSEVELT AVENUE,61 STREET
1131,1,1131,1,1,0,0,5,2011,32534,-73.85091563344344,40.71047121907104,METROPOLITAN AVENUE,71 AVENUE
1132,1,1132,1,1,0,0,5,2011,16999,-73.95381242024519,40.595342687536885,GRAVESEND NECK ROAD,EAST 17 STREET
1133,1,1133,1,1,0,0,5,2011,20770,-73.98820173656983,40.718555679422536,DELANCEY STREET,ESSEX STREET
1134,1,1134,1,1,0,0,11,2011,26344,-73.9235849325888,40.650519443615686,SNYDER AVENUE,KINGS HIGHWAY
1135,1,1135,1,1,0,0,11,2011,43047,-73.91449523583316,40.80556137415372,EAST 138 STREET,CYPRESS AVENUE
1136,1,1136,1,1,0,0,11,2011,14054,-73.9991756479133,40.642025440691825,46 STREET,9 AVENUE
1137,1,1137,1,1,0,0,11,2011,26216,-73.93020593238356,40.65010866635689,UTICA AVENUE,SNYDER AVENUE
1138,1,1138,1,1,0,0,11,2011,48188,-73.88776506335812,40.83736998249443,EAST 174 STREET,BOSTON ROAD
1139,1,1139,1,0,1,0,11,2011,25734,-73.9237243205035,40.616792948293416,EAST 53 STREET,AVENUE O
1140,1,1140,1,1,0,0,11,2011,43750,-73.92960287155792,40.852476057772506,AUDUBON AVENUE,WEST 187 STREET
1141,1,1141,1,1,0,0,11,2011,59083,-73.76446951766219,40.718890392540594,HILLSIDE AVENUE,198 STREET
1142,1,1142,1,1,0,0,11,2011,27275,-73.90915701354038,40.67465326295931,EASTERN PARKWAY,DEAN STREET
1143,1,1143,1,1,0,0,11,2011,23885,-73.96787379663762,40.801351697656735,BROADWAY,WEST 106 STREET
1144,1,1144,1,1,0,0,11,2011,19505,-73.96136280418969,40.70699694224935,ROEBLING STREET,LEE AVENUE
1145,1,1145,1,0,0,1,11,2011,52700,-73.85686326400726,40.843529687608644,BRONXDALE AVENUE,PIERCE AVENUE
1146,1,1146,1,0,0,1,11,2011,34901,-73.8146048987939,40.69951285185023,91 AVENUE,VAN WYCK EXPRESSWAY SR EAST
1147,1,1147,1,1,0,0,11,2011,12835,-73.99559320805736,40.60023222146685,BAY PARKWAY,BENSON AVENUE
1148,1,1148,1,1,0,0,11,2011,31352,-73.86630263921327,40.68318669401805,ATLANTIC AVENUE,ELDERT LANE
1149,1,1149,1,1,0,0,12,2011,44702,-73.91245929746455,40.86182043310483,WEST FORDHAM ROAD,MAJOR DEEGAN EP NB EN W FORDHAM
1150,1,1150,1,0,0,1,12,2011,33773,-73.82721680005318,40.66451401748348,NASSAU EXPRESSWAY,SOUTH CONDUIT AVENUE
1151,1,1151,1,1,0,0,12,2011,12827,-73.9940210887392,40.59364476513278,BAY 37 STREET,HARWAY AVENUE
1152,1,1152,1,1,0,0,12,2011,21430,-73.98855898615506,40.76911581724732,WEST 57 STREET,10 AVENUE
1153,1,1153,1,1,0,0,12,2011,16583,-73.9666153156577,40.584571036119414,OCEAN PARKWAY,SHORE PARKWAY
1154,1,1154,1,1,0,0,12,2011,48067,-73.8943177407079,40.85189131120642,BATHGATE AVENUE,EAST 181 STREET
1155,1,1155,1,1,0,0,12,2011,19655,-73.95701993229679,40.698973914077634,FLUSHING AVENUE,BEDFORD AVENUE
1156,1,1156,1,1,0,0,12,2011,47849,-73.90117493568226,40.83819811791645,CLAREMONT PARKWAY,3 AVENUE
1157,1,1157,1,0,0,1,12,2011,24330,-73.95085879847245,40.82829576877539,WEST 147 STREET,RIVERSIDE DRIVE
1158,1,1158,1,0,0,1,12,2011,38132,-73.7440088550172,40.596034032133105,SEAGIRT AVENUE,BEACH 9 STREET
1159,1,1159,1,1,0,0,12,2011,55637,-73.82317488529063,40.75819151127362,BOWNE STREET,SANFORD AVENUE
1160,1,1160,1,1,0,0,12,2011,49508,-73.89641133518155,40.90450452029386,BROADWAY,MOSHOLU AVENUE
1161,1,1161,1,1,0,0,12,2011,25711,-73.92411685962789,40.60880964496527,COLEMAN STREET,AVENUE U
1162,1,1162,1,1,0,0,12,2011,19515,-73.96229196660342,40.709920687903434,BROADWAY,DRIGGS AVENUE
1163,1,1163,1,1,0,0,12,2011,18254,-73.9598610322393,40.65563478893256,FLATBUSH AVENUE,PARKSIDE AVENUE
1164,1,1164,1,1,0,0,12,2011,55327,-73.80019354141459,40.7229403577276,168 STREET,UNION TURNPIKE
1165,1,1165,1,0,0,1,12,2011,17424,-73.96517258988021,40.62476548350297,AVENUE J,CONEY ISLAND AVENUE
1166,1,1166,1,0,1,0,12,2011,42439,-73.94226311122975,40.806415737741176,WEST 125 STREET,5 AVENUE
1167,1,1167,1,0,0,1,12,2011,39818,-73.75500247279007,40.7029368633641,201 STREET,112 AVENUE
1168,1,1168,1,1,0,0,12,2011,27376,-73.94121736235313,40.71470681447383,METROPOLITAN AVENUE,ORIENT AVENUE
1169,1,1169,1,1,0,0,12,2011,26756,-73.93665702081718,40.66910057079022,TROY AVENUE,EASTERN PARKWAY
1170,1,1170,1,0,0,1,12,2011,26445,-73.9208165637689,40.657844280091105,LENOX ROAD,KINGS HIGHWAY
1171,1,1171,1,1,0,0,12,2011,50223,-73.85134172209101,40.73631642324014,62 ROAD,108 STREET
1172,1,1172,1,0,0,1,12,2011,53116,-73.84240098580071,40.84034851335001,EAST TREMONT AVENUE,WESTCHESTER AVENUE
1173,1,1173,1,1,0,0,12,2011,49571,-73.88569486315734,40.880687264599544,MOSHOLU PARKWAY,PAUL AVENUE
1174,1,1174,1,1,0,0,12,2011,16712,-73.96453040996975,40.60024169106263,AVENUE T,EAST 7 STREET
1175,1,1175,1,1,0,0,12,2011,20933,-73.98363145037025,40.73816524561766,EAST 22 STREET,3 AVENUE
1176,1,1176,1,0,1,0,6,2011,67686,-73.82488867860299,40.71177010176162,VAN WYCK EXPRESSWAY EXIT 9 NB,QUEENS BOULEVARD
1177,1,1177,1,1,0,0,6,2011,12522,-73.99490444359776,40.57287304040615,WEST 29 STREET,SURF AVENUE
1178,1,1178,1,1,0,0,6,2011,37201,-73.78942532167777,40.70183646936652,104 AVENUE,168 PLACE
1179,1,1179,1,1,0,0,6,2011,42527,-73.93907683211759,40.82163739193708,ADAM C POWELL BOULEVARD,WEST 145 STREET
1180,1,1180,1,1,0,0,6,2011,21627,-73.9881771899597,40.77473495385646,WEST 64 STREET,WEST END AVENUE
